page	source	status	title	rationale
001	slides-images/slide-001.jpg	optional	CS 25: Transformers United V6	cover, instructor biography, sponsor, or course administration
002	slides-images/slide-002.jpg	optional	Instructor Bio	cover, instructor biography, sponsor, or course administration
003	slides-images/slide-003.jpg	optional	Instructor Bio	cover, instructor biography, sponsor, or course administration
004	slides-images/slide-004.jpg	optional	Thanks to Our Sponsors	cover, instructor biography, sponsor, or course administration
005	slides-images/slide-005.jpg	optional	Frontier Lunch Club application	cover, instructor biography, sponsor, or course administration
006	slides-images/slide-006.jpg	optional	Course Logistics	cover, instructor biography, sponsor, or course administration
007	slides-images/slide-007.jpg	optional	Course Website	cover, instructor biography, sponsor, or course administration
008	slides-images/slide-008.jpg	optional	Course Logistics	cover, instructor biography, sponsor, or course administration
009	slides-images/slide-009.jpg	optional	Throughout the Quarter	cover, instructor biography, sponsor, or course administration
010	slides-images/slide-010.jpg	optional	Disclaimers: Auditing & Zoom	cover, instructor biography, sponsor, or course administration
011	slides-images/slide-011.jpg	required	What you’ll take away from CS25	independent teaching state retained in the note
012	slides-images/slide-012.jpg	optional	Attention Is All You Need?	pure section divider represented by prose transition
013	slides-images/slide-013.jpg	required	Early ML / Pre-2012	independent teaching state retained in the note
014	slides-images/slide-014.jpg	required	Supervised Deep Learning	independent teaching state retained in the note
015	slides-images/slide-015.jpg	required	Supervised Deep Learning	independent teaching state retained in the note
016	slides-images/slide-016.jpg	required	Supervised Deep Learning	independent teaching state retained in the note
017	slides-images/slide-017.jpg	required	Self-Supervised Learning	independent teaching state retained in the note
018	slides-images/slide-018.jpg	required	Case Study: Language	independent teaching state retained in the note
019	slides-images/slide-019.jpg	optional	Case Study: Language	repeated or progressive state superseded by the retained complete slide
020	slides-images/slide-020.jpg	required	Case Study: Language	independent teaching state retained in the note
021	slides-images/slide-021.jpg	required	Case Study: Vision — autoencoders and contrastive learning	independent teaching state retained in the note
022	slides-images/slide-022.jpg	required	Case Study: Vision	independent teaching state retained in the note
023	slides-images/slide-023.jpg	required	Word Embeddings	independent teaching state retained in the note
024	slides-images/slide-024.jpg	required	Pre-Transformer: RNNs	independent teaching state retained in the note
025	slides-images/slide-025.jpg	required	Transformers in 2 Min	independent teaching state retained in the note
026	slides-images/slide-026.jpg	required	Analogy for QKV	independent teaching state retained in the note
027	slides-images/slide-027.jpg	required	Transformers in 2 Min	independent teaching state retained in the note
028	slides-images/slide-028.jpg	required	Transformers in 2 Min	independent teaching state retained in the note
029	slides-images/slide-029.jpg	required	Transformers in 2 Min	independent teaching state retained in the note
030	slides-images/slide-030.jpg	required	The Final Transformer	independent teaching state retained in the note
031	slides-images/slide-031.jpg	required	RNNs vs. Transformers	independent teaching state retained in the note
032	slides-images/slide-032.jpg	required	Transformers Today	independent teaching state retained in the note
033	slides-images/slide-033.jpg	required	Large Language Models	independent teaching state retained in the note
034	slides-images/slide-034.jpg	optional	Pretraining & Data Importance	pure section divider represented by prose transition
035	slides-images/slide-035.jpg	required	The Impact of Data for Artiﬁcial Intelligence	independent teaching state retained in the note
036	slides-images/slide-036.jpg	required	Smarter Data Strategies for LM Training	independent teaching state retained in the note
037	slides-images/slide-037.jpg	required	Smarter Data Strategies for LM Training	independent teaching state retained in the note
038	slides-images/slide-038.jpg	optional	Small Language Models & BabyLM	pure section divider represented by prose transition
039	slides-images/slide-039.jpg	required	Human child vs. ChatGPT; brain vs. neural network	independent teaching state retained in the note
040	slides-images/slide-040.jpg	required	What Are Some Key Diﬀerences?	independent teaching state retained in the note
041	slides-images/slide-041.jpg	required	Why Investigate Small Models & Small Data?	independent teaching state retained in the note
042	slides-images/slide-042.jpg	optional	Baby Scale: Investigating Models Trained	paper title and authors are preserved in prose/source audit; no independent mechanism
043	slides-images/slide-043.jpg	required	Can language models learn from one child’s input?	independent teaching state retained in the note
044	slides-images/slide-044.jpg	required	Experimental Setup	independent teaching state retained in the note
045	slides-images/slide-045.jpg	required	Baby Scale results by task and data source	independent teaching state retained in the note
046	slides-images/slide-046.jpg	required	Baby Scale model-size scaling	independent teaching state retained in the note
047	slides-images/slide-047.jpg	required	Scaling Results	independent teaching state retained in the note
048	slides-images/slide-048.jpg	required	What Predicts Better Performance Beyond Size?	independent teaching state retained in the note
049	slides-images/slide-049.jpg	required	What Predicts Better Performance Beyond Size?	independent teaching state retained in the note
050	slides-images/slide-050.jpg	required	Takeaways	independent teaching state retained in the note
051	slides-images/slide-051.jpg	optional	Bringing Up a Bilingual BabyLM:	paper title and authors are preserved in prose/source audit; no independent mechanism
052	slides-images/slide-052.jpg	required	Research Questions	independent teaching state retained in the note
053	slides-images/slide-053.jpg	required	Bilingual exposure conditions	independent teaching state retained in the note
054	slides-images/slide-054.jpg	optional	RQ1: Does bilingual training cause interference or confer	repeated or progressive state superseded by the retained complete slide
055	slides-images/slide-055.jpg	required	Low perplexity over English and Spanish text demonstrates that multilingual	independent teaching state retained in the note
